country,item,element,domain,year,unit,value,flag_description,note
Cameroon,Plantains,Food supply (kcal/capita/day),FBS_supply_demand,2023,kcal/cap/d,111.58,Estimated value,
Cameroon,Plantains,Food supply quantity (kg/capita/yr),FBS_supply_demand,2023,kg/cap,54.78,Estimated value,
Cameroon,Plantains,Production,FBS_supply_demand,2023,t,4608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608460846084608,Value imputed by a receiving agency,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2007,t,2338036.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2007,kg/ha,12061.9,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2007,t,0,Estimated value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2007,1000 USD,0,Estimated value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2008,t,2500639.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2008,kg/ha,12000.0,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2008,t,0,Estimated value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2008,1000 USD,0,Estimated value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2009,t,2758953.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2009,kg/ha,11967.1,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2009,t,0,Estimated value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2009,1000 USD,0,Estimated value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2010,t,3182184.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2010,kg/ha,12225.0,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2010,t,0,Estimated value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2010,1000 USD,0,Estimated value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2011,t,3132382.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2011,kg/ha,11085.7,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2011,t,0,Estimated value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2011,1000 USD,0,Estimated value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2012,t,3569318.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2012,kg/ha,10852.6,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2012,t,0,Estimated value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2012,1000 USD,0,Estimated value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2013,t,3692108.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2013,kg/ha,11944.4,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2013,t,30,Value from external organization,Estimated data using trading partners database
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2013,1000 USD,40,Value from external organization,Estimated data using trading partners database
Cameroon,Plantains and cooking bananas,Production,QCL_production,2014,t,4471065.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2014,kg/ha,14822.3,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2014,t,30,Estimated value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2014,1000 USD,40,Estimated value,
Cameroon,Plantains and cooking bananas,Import quantity,TCL_trade,2014,t,0.8,Official value,
Cameroon,Plantains and cooking bananas,Import value,TCL_trade,2014,1000 USD,2,Official value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2015,t,4667344.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2015,kg/ha,14906.3,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2015,t,30,Estimated value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2015,1000 USD,40,Estimated value,
Cameroon,Plantains and cooking bananas,Import quantity,TCL_trade,2015,t,1.6,Official value,
Cameroon,Plantains and cooking bananas,Import value,TCL_trade,2015,1000 USD,3,Official value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2016,t,4059343.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2016,kg/ha,9406.8,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2016,t,17.5,Official value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2016,1000 USD,4,Official value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2017,t,4159057.4,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2017,kg/ha,9212.0,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2017,t,29.1,Official value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2017,1000 USD,6,Official value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2018,t,4265867.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2018,kg/ha,9226.9,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2018,t,571.51,Official value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2018,1000 USD,124,Official value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2019,t,4328988.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2019,kg/ha,9614.4,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2019,t,814.62,Official value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2019,1000 USD,249,Official value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2020,t,4493285.0,Official value,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2020,kg/ha,8872.3,Official value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2020,t,2890.61,Official value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2020,1000 USD,542,Official value,
Cameroon,Plantains and cooking bananas,Import quantity,TCL_trade,2020,t,0,Official value,
Cameroon,Plantains and cooking bananas,Import value,TCL_trade,2020,1000 USD,0,Official value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2021,t,4587225.58,Value imputed by a receiving agency,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2021,kg/ha,8864.6,Estimated value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2021,t,2668.81,Official value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2021,1000 USD,482,Official value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2022,t,4650786.12,Value imputed by a receiving agency,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2022,kg/ha,9255.2,Estimated value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2022,t,5865.61,Official value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2022,1000 USD,810,Official value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2023,t,4616262.33,Value imputed by a receiving agency,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2023,kg/ha,8809.5,Estimated value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2023,t,3499.56,Official value,
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2023,1000 USD,457,Official value,
Cameroon,Plantains and cooking bananas,Production,QCL_production,2024,t,4663349.64,Value imputed by a receiving agency,
Cameroon,Plantains and cooking bananas,Yield,QCL_production,2024,kg/ha,8645.8,Estimated value,
Cameroon,Plantains and cooking bananas,Export quantity,TCL_trade,2024,t,1092,Value from external organization,Estimated data using trading partners database
Cameroon,Plantains and cooking bananas,Export value,TCL_trade,2024,1000 USD,926,Value from external organization,Estimated data using trading partners database
Cameroon,Potatoes,Production,QCL_production,2007,t,143568.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2007,kg/ha,2658.7,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2007,t,0,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2007,1000 USD,0,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2007,t,13,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2007,1000 USD,5,Official value,
Cameroon,Potatoes,Production,QCL_production,2008,t,145018.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2008,kg/ha,2636.7,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2008,t,3,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2008,1000 USD,0,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2008,t,98,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2008,1000 USD,96,Official value,
Cameroon,Potatoes,Production,QCL_production,2009,t,166772.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2009,kg/ha,2875.4,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2009,t,92,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2009,1000 USD,50,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2009,t,54,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2009,1000 USD,47,Official value,
Cameroon,Potatoes,Production,QCL_production,2010,t,188452.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2010,kg/ha,4354.1,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2010,t,84,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2010,1000 USD,33,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2010,t,73,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2010,1000 USD,68,Official value,
Cameroon,Potatoes,Production,QCL_production,2011,t,196687.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2011,kg/ha,7388.2,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2011,t,16,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2011,1000 USD,8,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2011,t,172,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2011,1000 USD,141,Official value,
Cameroon,Potatoes,Production,QCL_production,2012,t,201015.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2012,kg/ha,10302.0,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2012,t,33,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2012,1000 USD,12,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2012,t,130,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2012,1000 USD,94,Official value,
Cameroon,Potatoes,Production,QCL_production,2013,t,219192.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2013,kg/ha,13369.1,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2013,t,33,Estimated value,
Cameroon,Potatoes,Export value,TCL_trade,2013,1000 USD,12,Estimated value,
Cameroon,Potatoes,Import quantity,TCL_trade,2013,t,76,Value from external organization,Estimated data using trading partners database
Cameroon,Potatoes,Import value,TCL_trade,2013,1000 USD,56,Value from external organization,Estimated data using trading partners database
Cameroon,Potatoes,Production,QCL_production,2014,t,220556.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2014,kg/ha,15064.3,Official value,
Cameroon,Potatoes,Export quantity,TCL_trade,2014,t,23.6,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2014,1000 USD,10,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2014,t,174.2,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2014,1000 USD,164,Official value,
Cameroon,Potatoes,Production,QCL_production,2015,t,346332.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2015,kg/ha,15393.2,Official value,
Cameroon,Potatoes,Export quantity,TCL_trade,2015,t,8.5,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2015,1000 USD,3,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2015,t,336.11,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2015,1000 USD,258,Official value,
Cameroon,Potatoes,Production,QCL_production,2016,t,359798.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2016,kg/ha,11280.0,Official value,
Cameroon,Potatoes,Export quantity,TCL_trade,2016,t,6,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2016,1000 USD,2,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2016,t,82.6,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2016,1000 USD,84,Official value,
Cameroon,Potatoes,Production,QCL_production,2017,t,369492.6,Official value,
Cameroon,Potatoes,Yield,QCL_production,2017,kg/ha,10700.0,Official value,
Cameroon,Potatoes,Export quantity,TCL_trade,2017,t,20,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2017,1000 USD,4,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2017,t,272.83,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2017,1000 USD,204,Official value,
Cameroon,Potatoes,Production,QCL_production,2018,t,377912.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2018,kg/ha,11438.0,Official value,
Cameroon,Potatoes,Export quantity,TCL_trade,2018,t,158.46,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2018,1000 USD,50,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2018,t,32,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2018,1000 USD,23,Official value,
Cameroon,Potatoes,Production,QCL_production,2019,t,336378.0,Official value,
Cameroon,Potatoes,Yield,QCL_production,2019,kg/ha,11635.6,Official value,
Cameroon,Potatoes,Export quantity,TCL_trade,2019,t,89.65,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2019,1000 USD,45,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2019,t,50.61,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2019,1000 USD,54,Official value,
Cameroon,Potatoes,Production,QCL_production,2020,t,321755.3,Official value,
Cameroon,Potatoes,Yield,QCL_production,2020,kg/ha,10822.8,Official value,
Cameroon,Potatoes,Export quantity,TCL_trade,2020,t,236.93,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2020,1000 USD,30,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2020,t,237.84,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2020,1000 USD,204,Official value,
Cameroon,Potatoes,Production,QCL_production,2021,t,319278.11,Value imputed by a receiving agency,
Cameroon,Potatoes,Yield,QCL_production,2021,kg/ha,10016.0,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2021,t,1594,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2021,1000 USD,81,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2021,t,132.83,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2021,1000 USD,112,Official value,
Cameroon,Potatoes,Production,QCL_production,2022,t,372336.53,Value imputed by a receiving agency,
Cameroon,Potatoes,Yield,QCL_production,2022,kg/ha,10964.0,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2022,t,707.5,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2022,1000 USD,32,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2022,t,283.31,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2022,1000 USD,155,Official value,
Cameroon,Potatoes,Production,QCL_production,2023,t,362631.31,Value imputed by a receiving agency,
Cameroon,Potatoes,Yield,QCL_production,2023,kg/ha,10697.8,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2023,t,400,Official value,
Cameroon,Potatoes,Export value,TCL_trade,2023,1000 USD,17,Official value,
Cameroon,Potatoes,Import quantity,TCL_trade,2023,t,427.08,Official value,
Cameroon,Potatoes,Import value,TCL_trade,2023,1000 USD,349,Official value,
Cameroon,Potatoes,Production,QCL_production,2024,t,370206.22,Value imputed by a receiving agency,
Cameroon,Potatoes,Yield,QCL_production,2024,kg/ha,10617.1,Estimated value,
Cameroon,Potatoes,Export quantity,TCL_trade,2024,t,582.02,Value imputed by a receiving agency,
Cameroon,Potatoes,Export value,TCL_trade,2024,1000 USD,157,Value from external organization,Estimated data using trading partners database
Cameroon,Potatoes,Import quantity,TCL_trade,2024,t,396.71,Value from external organization,Estimated data using trading partners database
Cameroon,Potatoes,Import value,TCL_trade,2024,1000 USD,319,Value from external organization,Estimated data using trading partners database
Cameroon,Potatoes and products,Food supply (kcal/capita/day),FBS_supply_demand,2010,kcal/cap/d,10.86,Estimated value,
Cameroon,Potatoes and products,Food supply quantity (kg/capita/yr),FBS_supply_demand,2010,kg/cap,6.16,Estimated value,
Cameroon,Potatoes and products,Import quantity,FBS_supply_demand,2010,t,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Value imputed by a receiving agency,
Cameroon,Potatoes and products,Production,FBS_supply_demand,2010,t,188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188188,Value imputed by a receiving agency,
Cameroon,Potatoes and products,Stock Variation,FBS_supply_demand,2010,t,-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-16,Value imputed by a receiving agency,
Cameroon,Potatoes and products,Food supply (kcal/capita/day),FBS_supply_demand,2011,kcal/cap/d,10.91,Estimated value,
Cameroon,Potatoes and products,Food supply quantity (kg/capita/yr),FBS_supply_demand,2011,kg/cap,6.19,Estimated value,
Cameroon,Potatoes and products,Import quantity,FBS_supply_demand,2011,t,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Value imputed by a receiving agency,
